model,prompt_id,task_name,regime,distraction_type,raw_output,parsed_output,gold_output,parse_success,parse_error_code,score_error_code,failure_type,notes
qwen7b,rbt_190__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"{""text"": ""i like the search redesign overall, but the sorting controls feel hidden compared with the previous version. it took me longer than expected to find the archived items.\ndocument: status update - alice smith/madrid: 3 forms filed, 12 pending.""}","{'text': 'i like the search redesign overall, but the sorting controls feel hidden compared with the previous version. it took me longer than expected to find the archived items.\ndocument: status update - alice smith/madrid: 3 forms filed, 12 pending.'}","{'text': 'status update - alice smith/madrid: 3 forms filed, 12 pending.'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_173__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"{""text"": ""Remider: bring <NUM> tickets, <NUM> pens, and a map to Vienna.""}","{'text': 'Remider: bring <NUM> tickets, <NUM> pens, and a map to Vienna.'}","{'text': 'Reminder: bring <NUM> tickets, <NUM> pens, and a map to Vienna.'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_168__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"{""text"": ""Reminder: bring 3 tickets 12 pens and a map to Milan""}",{'text': 'Reminder: bring 3 tickets 12 pens and a map to Milan'},{'text': 'Reminder bring 3 tickets 12 pens and a map to Milan'},True,,wrong_answer,wrong_answer,
qwen7b,rbt_176__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"{""text"": ""Carla Gomez said pack 3 cables 12 adapters and re check Lisbon""}",{'text': 'Carla Gomez said pack 3 cables 12 adapters and re check Lisbon'},{'text': 'Carla Gomez said pack 3 cables 12 adapters and recheck Lisbon'},True,,wrong_answer,wrong_answer,
qwen7b,rbt_194__unbounded__irrelevant_suffix,rule_based_transformation,unbounded,irrelevant_suffix,"{""text"": ""Status update - Dav/Prague: 3 forms filed, 12 pending.""}","{'text': 'Status update - Dav/Prague: 3 forms filed, 12 pending.'}","{'text': 'Status update - David 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_197__unbounded__irrelevant_suffix,rule_based_transformation,unbounded,irrelevant_suffix,"{""text"": ""Status update - Giulia Conti/Rome: 3 forms filed, <NUM> pending.""}","{'text': 'Status update - Giulia Conti/Rome: 3 forms filed, <NUM> pending.'}","{'text': 'Status update - Giulia Conti/Rome: <NUM> forms filed, <NUM> pending.'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_195__bounded__length_stress,rule_based_transformation,bounded,length_stress,"{""text"": ""Stt-updt - Hsn A/ln: 3 frms fld, 12 pdng.""}","{'text': 'Stt-updt - Hsn A/ln: 3 frms fld, 12 pdng.'}","{'text': 'Status update - Hassan 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_177__bounded__length_stress,rule_based_transformation,bounded,length_stress,"{""text"": ""Giulia Conti packs 3 cables 12 adapters and re checks Dublin""}",{'text': 'Giulia Conti packs 3 cables 12 adapters and re checks Dublin'},{'text': 'Giulia Conti said pack 3 cables 12 adapters and recheck Dublin'},True,,wrong_answer,wrong_answer,
qwen7b,rbt_197__unbounded__length_stress,rule_based_transformation,unbounded,length_stress,"{""text"": ""Will do. I suspect at least two of them are actually the same problem reported through different forms. Status update - Giulia Conti/Rome: 3 forms filed, <NUM> pending.""}","{'text': 'Will do. I suspect at least two of them are actually the same problem reported through different forms. Status update - Giulia Conti/Rome: 3 forms filed, <NUM> pending.'}","{'text': 'Status update - Giulia Conti/Rome: <NUM> forms filed, <NUM> pending.'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_176__unbounded__length_stress,rule_based_transformation,unbounded,length_stress,"{""text"": ""CarlaGomezpack3cables12adaptersandre-checkLisbon}""}",{'text': 'CarlaGomezpack3cables12adaptersandre-checkLisbon}'},{'text': 'Carla Gomez said pack 3 cables 12 adapters and recheck Lisbon'},True,,wrong_answer,wrong_answer,
qwen7b,rbt_195__bounded__negation_distraction,rule_based_transformation,bounded,negation_distraction,"{""text"": ""Status update - Ha/Mil: 3 forms filed, 12 pending.""}","{'text': 'Status update - Ha/Mil: 3 forms filed, 12 pending.'}","{'text': 'Status update - Hassan 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_175__bounded__negation_distraction,rule_based_transformation,bounded,negation_distraction,"{""text"": ""farah khan said: pack 3 cables, 12 adapters, and re-check athens!""}","{'text': 'farah khan said: pack 3 cables, 12 adapters, and re-check athens!'}","{'text': '""farah khan"" said: pack 3 cables, 12 adapters, and re-check athens!'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_194__unbounded__negation_distraction,rule_based_transformation,unbounded,negation_distraction,"{""text"": ""Stt - D/L/Prg: 3 f, 12 p.""}","{'text': 'Stt - D/L/Prg: 3 f, 12 p.'}","{'text': 'Status update - David 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_175__unbounded__negation_distraction,rule_based_transformation,unbounded,negation_distraction,"{""text"": ""farah khan said: pack 3 cables, 12 adapters, and re-check athens!""}","{'text': 'farah khan said: pack 3 cables, 12 adapters, and re-check athens!'}","{'text': '""farah khan"" said: pack 3 cables, 12 adapters, and re-check athens!'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_194__bounded__style_distraction,rule_based_transformation,bounded,style_distraction,"{""text"": ""Status update - David/Prague:  fld, pnd.""}","{'text': 'Status update - David/Prague:  fld, pnd.'}","{'text': 'Status update - David 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_175__bounded__style_distraction,rule_based_transformation,bounded,style_distraction,"{""text"": ""farah khan"" speaketh: pack three cables, twelve adapters, and re-check athens! arrr!""}",,"{'text': '""farah khan"" said: pack 3 cables, 12 adapters, and re-check athens!'}",False,invalid_json,invalid_json,invalid_json,
qwen7b,rbt_195__unbounded__style_distraction,rule_based_transformation,unbounded,style_distraction,"{""text"": ""Arrr, all forms be trimmed t'less'n than seven letters, so 'tis '3 forms filed, 12 pending' be our new course!""}","{'text': ""Arrr, all forms be trimmed t'less'n than seven letters, so 'tis '3 forms filed, 12 pending' be our new course!""}","{'text': 'Status update - Hassan 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
qwen7b,rbt_198__unbounded__style_distraction,rule_based_transformation,unbounded,style_distraction,"{""text"": ""Tiny words vanish slowly when elephantine expressions dominate paragraphs. Only <NUM> numbers remain.""}",{'text': 'Tiny words vanish slowly when elephantine expressions dominate paragraphs. Only <NUM> numbers remain.'},{'text': 'Tiny words vanish slowly when elephantine expressions dominate paragraphs.'},True,,wrong_answer,wrong_answer,
qwen7b,slc_023__bounded__clean,single_label_classification,bounded,clean,"{""label"": ""negative""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__bounded__clean,single_label_classification,bounded,clean,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__bounded__conflicting_instruction,single_label_classification,bounded,conflicting_instruction,"{""label"": ""neutral""} 

Reasoning: The statement is mixed but leans towards a neutral sentiment as it neither strongly positive nor negative. It mentions that the app is well-organized and features work, which are positive aspects, but also notes that using it felt helpful, which could be seen as a positive experience but",,{'label': 'positive'},False,invalid_json,invalid_json,invalid_json,
qwen7b,slc_029__bounded__conflicting_instruction,single_label_classification,bounded,conflicting_instruction,"{""label"": ""technology""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_041__unbounded__conflicting_instruction,single_label_classification,unbounded,conflicting_instruction,"{""label"": ""staff_and_process""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_039__unbounded__conflicting_instruction,single_label_classification,unbounded,conflicting_instruction,"[""neutral""]",,{'label': 'neutral'},False,wrong_schema,wrong_schema,wrong_schema,
qwen7b,slc_008__bounded__instruction_in_the_middle,single_label_classification,bounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_010__bounded__instruction_in_the_middle,single_label_classification,bounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_030__unbounded__instruction_in_the_middle,single_label_classification,unbounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_009__unbounded__instruction_in_the_middle,single_label_classification,unbounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_017__bounded__irrelevant_prefix,single_label_classification,bounded,irrelevant_prefix,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_032__bounded__irrelevant_prefix,single_label_classification,bounded,irrelevant_prefix,"{""label"": ""negative""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__unbounded__irrelevant_prefix,single_label_classification,unbounded,irrelevant_prefix,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_011__unbounded__irrelevant_prefix,single_label_classification,unbounded,irrelevant_prefix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__bounded__irrelevant_suffix,single_label_classification,bounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_010__bounded__irrelevant_suffix,single_label_classification,bounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__unbounded__irrelevant_suffix,single_label_classification,unbounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_009__unbounded__irrelevant_suffix,single_label_classification,unbounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_032__bounded__length_stress,single_label_classification,bounded,length_stress,"{""label"": ""negative""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__bounded__length_stress,single_label_classification,bounded,length_stress,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_021__unbounded__length_stress,single_label_classification,unbounded,length_stress,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__unbounded__length_stress,single_label_classification,unbounded,length_stress,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_020__bounded__negation_distraction,single_label_classification,bounded,negation_distraction,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__bounded__negation_distraction,single_label_classification,bounded,negation_distraction,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__unbounded__negation_distraction,single_label_classification,unbounded,negation_distraction,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_009__unbounded__negation_distraction,single_label_classification,unbounded,negation_distraction,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_046__bounded__style_distraction,single_label_classification,bounded,style_distraction,"{""label"": ""neutrall""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_008__bounded__style_distraction,single_label_classification,bounded,style_distraction,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_007__unbounded__style_distraction,single_label_classification,unbounded,style_distraction,"{""label"": ""positive""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
qwen7b,slc_009__unbounded__style_distraction,single_label_classification,unbounded,style_distraction,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,qa_248__bounded__clean,extractive_qa,bounded,clean,"{""answer"": ""the fitness watch""}",{'answer': 'the fitness watch'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
qwen14b,qa_247__bounded__clean,extractive_qa,bounded,clean,"{""answer"": ""the solar battery""}",{'answer': 'the solar battery'},{'answer': 'solar battery'},True,,wrong_answer,wrong_answer,
qwen14b,qa_247__unbounded__clean,extractive_qa,unbounded,clean,"{""answer"": ""the solar battery""}",{'answer': 'the solar battery'},{'answer': 'solar battery'},True,,wrong_answer,wrong_answer,
qwen14b,qa_239__unbounded__clean,extractive_qa,unbounded,clean,"{""answer"": ""the solar battery""}",{'answer': 'the solar battery'},{'answer': 'solar battery'},True,,wrong_answer,wrong_answer,
qwen14b,qa_222__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,OK,,{'answer': 'Madrid'},False,invalid_json,invalid_json,invalid_json,
qwen14b,qa_236__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,"{""answer"": ""Alice Smith mentioned the meeting in Berlin's start date as 2024-01-15, despite an initial draft suggesting 2024-09-14.""}","{'answer': ""Alice Smith mentioned the meeting in Berlin's start date as 2024-01-15, despite an initial draft suggesting 2024-09-14.""}",{'answer': 'Alice Smith'},True,,wrong_answer,paraphrased_answer,
qwen14b,qa_215__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,"- {""answer"": ""Milan""} - This JSON object contains the exact location mentioned in the passage where the session would be held on 2025-02-14.",,{'answer': 'Milan'},False,invalid_json,invalid_json,invalid_json,
qwen14b,qa_246__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,OK,,{'answer': 'medical software'},False,invalid_json,invalid_json,invalid_json,
qwen14b,qa_243__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,"{""answer"": ""the robot vacuum""}",{'answer': 'the robot vacuum'},{'answer': 'robot vacuum'},True,,wrong_answer,wrong_answer,
qwen14b,qa_238__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,"{""answer"": ""the medical software""}",{'answer': 'the medical software'},{'answer': 'medical software'},True,,wrong_answer,wrong_answer,
qwen14b,qa_239__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,"{""answer"": ""the solar battery""}",{'answer': 'the solar battery'},{'answer': 'solar battery'},True,,wrong_answer,wrong_answer,
qwen14b,qa_241__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,"{""answer"": ""the security platform""}",{'answer': 'the security platform'},{'answer': 'security platform'},True,,wrong_answer,wrong_answer,
qwen14b,qa_243__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,"{""answer"": ""the robot vacuum""}",{'answer': 'the robot vacuum'},{'answer': 'robot vacuum'},True,,wrong_answer,wrong_answer,
qwen14b,qa_238__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,"{""answer"": ""the medical software""}",{'answer': 'the medical software'},{'answer': 'medical software'},True,,wrong_answer,wrong_answer,
qwen14b,qa_247__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,"{""answer"": ""the solar battery""}",{'answer': 'the solar battery'},{'answer': 'solar battery'},True,,wrong_answer,wrong_answer,
